"doi","title","canonical_url","pmid","pmcid","mendeley_uuid","update_date","issued","pdf","html","readers","total","mendeley_class","mendeley_name","mendeley_value","alert_id","level","class_name","message","status","hostname","target_url","alert_source","unresolved","alert_create_date","alert_from","alert_to","alert_val"
"10.1371/journal.pcbi.1003759","Bursts and Heavy Tails in Temporal and Sequential Dynamics of Foraging Decisions","http://www.ploscompbiol.org/article/info:doi/10.1371/journal.pcbi.1003759","25122498","4133158","e67e5d4f-3fe4-3ac7-8693-70860a90186c","2014-11-02T23:26:26Z","2014-08-14",NA,NA,NA,0,NA,NA,NA,12891606,"WARN","EventCountDecreasingError","Event count decreased from 9 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:37Z",9,0,9
"10.1371/journal.pcbi.1003759","Bursts and Heavy Tails in Temporal and Sequential Dynamics of Foraging Decisions","http://www.ploscompbiol.org/article/info:doi/10.1371/journal.pcbi.1003759","25122498","4133158","e67e5d4f-3fe4-3ac7-8693-70860a90186c","2014-11-02T23:26:26Z","2014-08-14",NA,NA,NA,0,NA,NA,NA,12891606,"WARN","EventCountDecreasingError","Event count decreased from 9 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:37Z",9,0,9
"10.1371/journal.pcbi.1003759","Bursts and Heavy Tails in Temporal and Sequential Dynamics of Foraging Decisions","http://www.ploscompbiol.org/article/info:doi/10.1371/journal.pcbi.1003759","25122498","4133158","e67e5d4f-3fe4-3ac7-8693-70860a90186c","2014-11-02T23:26:26Z","2014-08-14",NA,NA,NA,0,NA,NA,NA,12891606,"WARN","EventCountDecreasingError","Event count decreased from 9 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:37Z",9,0,9
"10.1371/journal.pcbi.1003759","Bursts and Heavy Tails in Temporal and Sequential Dynamics of Foraging Decisions","http://www.ploscompbiol.org/article/info:doi/10.1371/journal.pcbi.1003759","25122498","4133158","e67e5d4f-3fe4-3ac7-8693-70860a90186c","2014-11-02T23:26:26Z","2014-08-14",NA,NA,NA,0,NA,NA,NA,12891606,"WARN","EventCountDecreasingError","Event count decreased from 9 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:37Z",9,0,9
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",123,603,NA,736,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",13,8,NA,21,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,3,43,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,0,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,7,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",0,4,NA,4,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0104427","Phylogenetic and Functional Diversity of Microbial Communities Associated with Subsurface Sediments of the Sonora Margin, Guaymas Basin","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0104427","25099369","4123917","d797a37b-09a7-380a-9866-5f897320ea35","2014-11-02T23:21:16Z","2014-08-6",NA,NA,NA,0,NA,NA,NA,12891676,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:39Z",2,0,2
"10.1371/journal.pone.0098072","Abnormal Brain Iron Metabolism in Irp2 Deficient Mice Is Associated with Mild Neurological and Behavioral Impairments","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0098072","24896637","4045679","fc39037f-9db6-3085-821f-64b0a9364582","2014-11-02T22:40:56Z","2014-06-4",NA,NA,NA,0,NA,NA,NA,12891594,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:37Z",2,0,2
"10.1371/journal.pone.0098072","Abnormal Brain Iron Metabolism in Irp2 Deficient Mice Is Associated with Mild Neurological and Behavioral Impairments","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0098072","24896637","4045679","fc39037f-9db6-3085-821f-64b0a9364582","2014-11-02T22:40:56Z","2014-06-4",NA,NA,NA,0,NA,NA,NA,12891594,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:37Z",2,0,2
"10.1371/journal.pone.0098072","Abnormal Brain Iron Metabolism in Irp2 Deficient Mice Is Associated with Mild Neurological and Behavioral Impairments","http://www.plosone.org/article/info:doi/10.1371/journal.pone.0098072","24896637","4045679","fc39037f-9db6-3085-821f-64b0a9364582","2014-11-02T22:40:56Z","2014-06-4",NA,NA,NA,1,NA,NA,NA,12891594,"WARN","EventCountDecreasingError","Event count decreased from 2 to 0",NA,"rwc-prod-alm03.int.plos.org",NA,"mendeley",FALSE,"2014-10-28T08:09:37Z",2,0,2
