"prefix","id","level","class_name","article","create_date","target_url","publisher"
"10.1155",59218,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/152528","2014-11-13T04:52:30Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24349801/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1155",59217,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/745714","2014-11-13T04:52:25Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24348575/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1155",59216,"WARN","Net::HTTPRequestTimeOut","10.1155/2012/951358","2014-11-13T04:52:03Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23197988/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1021",59215,"WARN","Net::HTTPRequestTimeOut","10.1021/ol303026v","2014-11-13T04:51:58Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23170869/databaseLinks//1/json","American Chemical Society (ACS)"
"10.1152",59214,"WARN","Net::HTTPRequestTimeOut","10.1152/japplphysiol.00821.2012","2014-11-13T04:51:44Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23139367/databaseLinks//1/json","American Physiological Society"
"10.1152",59213,"WARN","Net::HTTPRequestTimeOut","10.1152/ajpcell.00139.2012","2014-11-13T04:51:43Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22895258/databaseLinks//1/json","American Physiological Society"
"10.1177",59212,"WARN","Net::HTTPRequestTimeOut","10.1177/0883073812448534","2014-11-13T04:51:37Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22752488/databaseLinks//1/json","SAGE Publications"
"10.1016",59211,"WARN","Net::HTTPRequestTimeOut","10.1016/j.bbi.2012.08.006","2014-11-13T04:51:31Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22940537/databaseLinks//1/json","Elsevier BV"
"10.4172",59210,"WARN","Net::HTTPRequestTimeOut","10.4172/2155-9570.1000233","2014-11-13T04:51:29Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24409374/databaseLinks//1/json","OMICS Publishing Group"
"10.1155",59209,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/917851","2014-11-13T04:51:25Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24826300/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1155",59208,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/312974","2014-11-13T04:51:19Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23533704/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1155",59207,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/378582","2014-11-13T04:51:19Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24073351/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1002",59206,"WARN","Net::HTTPRequestTimeOut","10.1002/cmr.b.21204","2014-11-13T04:51:11Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23599691/databaseLinks//1/json","Wiley-Blackwell"
"10.1002",59205,"WARN","Net::HTTPRequestTimeOut","10.1002/jbm.a.34016","2014-11-13T04:51:07Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22241726/databaseLinks//1/json","Wiley-Blackwell"
"10.1002",59204,"WARN","Net::HTTPRequestTimeOut","10.1002/art.33448","2014-11-13T04:41:22Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22127758/databaseLinks//1/json","Wiley-Blackwell"
"10.1021",59203,"WARN","Net::HTTPRequestTimeOut","10.1021/cn300077c","2014-11-13T04:41:09Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23181169/databaseLinks//1/json","American Chemical Society (ACS)"
"10.1155",59202,"WARN","Net::HTTPRequestTimeOut","10.1155/2012/179407","2014-11-13T04:40:55Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23243548/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1016",59201,"WARN","Net::HTTPRequestTimeOut","10.1016/j.maturitas.2012.07.001","2014-11-13T04:40:52Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22858056/databaseLinks//1/json","Elsevier BV"
"10.1001",59200,"WARN","Net::HTTPRequestTimeOut","10.1001/archoto.2012.1081","2014-11-13T04:40:51Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22801891/databaseLinks//1/json","American Medical Association (AMA)"
"10.1261",59199,"WARN","Net::HTTPRequestTimeOut","10.1261/rna.034710.112","2014-11-13T04:40:51Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23169800/databaseLinks//1/json","Cold Spring Harbor Laboratory Press"
"10.1038",59198,"WARN","Net::HTTPRequestTimeOut","10.1038/srep00989","2014-11-13T04:40:46Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23251775/databaseLinks//1/json","Nature Publishing Group"
"10.1155",59197,"WARN","Net::HTTPRequestTimeOut","10.1155/2012/973424","2014-11-13T04:40:42Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23197994/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1145",59196,"WARN","Net::HTTPRequestTimeOut","10.1145/2247596.2247631","2014-11-13T04:40:41Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24378961/databaseLinks//1/json","Association for Computing Machinery (ACM)"
"10.1126",59195,"WARN","Net::HTTPRequestTimeOut","10.1126/science.1207306","2014-11-13T04:40:39Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22076376/databaseLinks//1/json","American Association for the Advancement of Science (AAAS)"
"10.2337",59194,"WARN","Net::HTTPRequestTimeOut","10.2337/dc11-1597","2014-11-13T04:40:38Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22301127/databaseLinks//1/json","American Diabetes Association"
"10.1002",59193,"WARN","Net::HTTPRequestTimeOut","10.1002/anie.201207005","2014-11-13T04:40:27Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23125174/databaseLinks//1/json","Wiley-Blackwell"
"10.1155",59192,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/103450","2014-11-13T04:40:26Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24826346/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1016",59191,"WARN","Net::HTTPRequestTimeOut","10.1016/j.neuroscience.2011.11.043","2014-11-13T04:39:46Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22138156/databaseLinks//1/json","Elsevier BV"
"10.1152",59190,"WARN","Net::HTTPRequestTimeOut","10.1152/ajpgi.00170.2012","2014-11-13T04:39:43Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23125158/databaseLinks//1/json","American Physiological Society"
"10.1155",59189,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/647486","2014-11-13T04:39:43Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24251050/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1089",59188,"WARN","Net::HTTPRequestTimeOut","10.1089/brain.2012.0107","2014-11-13T04:39:32Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23153273/databaseLinks//1/json","Mary Ann Liebert Inc"
"10.1089",59187,"WARN","Net::HTTPRequestTimeOut","10.1089/rej.2012.1324","2014-11-13T04:39:31Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23098078/databaseLinks//1/json","Mary Ann Liebert Inc"
"10.4055",59186,"WARN","Net::HTTPRequestTimeOut","10.4055/cios.2012.4.3.246","2014-11-13T04:39:27Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22949958/databaseLinks//1/json","The Korean Orthopaedic Association (KAMJE)"
"10.1136",59185,"WARN","Net::HTTPRequestTimeOut","10.1136/bcr.12.2011.5372","2014-11-13T04:39:23Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22605714/databaseLinks//1/json","BMJ"
"10.1126",59184,"WARN","Net::HTTPRequestTimeOut","10.1126/science.1192149","2014-11-13T04:39:23Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21493862/databaseLinks//1/json","American Association for the Advancement of Science (AAAS)"
"10.1186",59183,"WARN","Net::HTTPRequestTimeOut","10.1186/1475-2859-11-131","2014-11-13T04:39:23Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22978798/databaseLinks//1/json","Springer Science + Business Media"
"10.1155",59182,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/808751","2014-11-13T04:39:17Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23956753/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.4103",59181,"WARN","Net::HTTPRequestTimeOut","10.4103/2277-9531.104818","2014-11-13T04:39:12Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23555150/databaseLinks//1/json","Medknow"
"10.1186",59180,"WARN","Net::HTTPRequestTimeOut","10.1186/2050-6511-13-8","2014-11-13T04:39:12Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23021009/databaseLinks//1/json","Springer Science + Business Media"
"10.3897",59179,"WARN","Net::HTTPRequestTimeOut","10.3897/zookeys.176.2470","2014-11-13T04:38:59Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22536112/databaseLinks//1/json","Pensoft Publishers"
"10.6061",59178,"WARN","Net::HTTPRequestTimeOut","10.6061/clinics/2012(01)11","2014-11-13T04:35:34Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22249483/databaseLinks//1/json","Fundacao Faculdade de Medicina"
"10.4196",59177,"WARN","Net::HTTPRequestTimeOut","10.4196/kjpp.2011.15.5.267","2014-11-13T04:35:27Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22128258/databaseLinks//1/json","The Korean Physiological Society and The Korean Society of Pharmacology (KAMJE)"
"10.1089",59176,"WARN","Net::HTTPRequestTimeOut","10.1089/aid.2012.0039","2014-11-13T04:35:27Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22530776/databaseLinks//1/json","Mary Ann Liebert Inc"
"10.1001",59175,"WARN","Net::HTTPRequestTimeOut","10.1001/archoto.2012.1329","2014-11-13T04:35:18Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22801722/databaseLinks//1/json","American Medical Association (AMA)"
"10.1126",59174,"WARN","Net::HTTPRequestTimeOut","10.1126/science.1200587","2014-11-13T04:35:15Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21474760/databaseLinks//1/json","American Association for the Advancement of Science (AAAS)"
"10.1155",59173,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/814175","2014-11-13T04:35:15Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24187640/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.6061",59172,"WARN","Net::HTTPRequestTimeOut","10.6061/clinics/2012(02)20","2014-11-13T04:35:15Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22358250/databaseLinks//1/json","Fundacao Faculdade de Medicina"
"10.4085",59170,"WARN","Net::HTTPRequestTimeOut","10.4085/1062-6050-48.6.05","2014-11-13T00:29:25Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24499039/databaseLinks//1/json","Journal of Athletic Training/NATA"
"10.1186",59169,"WARN","Net::HTTPRequestTimeOut","10.1186/1756-3305-5-107","2014-11-13T00:29:11Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22650251/databaseLinks//1/json","Springer Science + Business Media"
"10.1186",59168,"WARN","Net::HTTPRequestTimeOut","10.1186/1476-9255-9-43","2014-11-13T00:29:09Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23140489/databaseLinks//1/json","Springer Science + Business Media"
"10.1080",59167,"WARN","Net::HTTPRequestTimeOut","10.1080/09540121.2010.534435","2014-11-13T00:25:22Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21400310/databaseLinks//1/json","Informa UK Limited"
"10.1186",59166,"WARN","Net::HTTPRequestTimeOut","10.1186/1865-1380-5-37","2014-11-13T00:23:58Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23062694/databaseLinks//1/json","Springer Science + Business Media"
"10.1093",59165,"WARN","Net::HTTPRequestTimeOut","10.1093/ije/dys198","2014-11-13T00:23:19Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23220718/databaseLinks//1/json","Oxford University Press (OUP)"
"10.1136",59164,"WARN","Net::HTTPRequestTimeOut","10.1136/oemed-2012-100920","2014-11-13T00:23:11Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23014592/databaseLinks//1/json","BMJ"
"10.1155",59163,"WARN","Net::HTTPRequestTimeOut","10.1155/2011/830573","2014-11-13T00:23:10Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22013386/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1002",59162,"WARN","Net::HTTPRequestTimeOut","10.1002/bip.22402","2014-11-13T00:23:07Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24037535/databaseLinks//1/json","Wiley-Blackwell"
"10.1155",59161,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/104308","2014-11-13T00:23:01Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23691261/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1186",59160,"WARN","Net::HTTPRequestTimeOut","10.1186/1471-2334-12-254","2014-11-13T00:23:01Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23057497/databaseLinks//1/json","Springer Science + Business Media"
"10.4168",59159,"WARN","Net::HTTPRequestTimeOut","10.4168/aair.2011.3.3.199","2014-11-13T00:18:57Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21738886/databaseLinks//1/json","The Korean Academy of Asthma, Allergy and Clinical Immunology and The Korean Academy of Pediatric Al"
"10.1016",59158,"WARN","Net::HTTPRequestTimeOut","10.1016/j.cell.2012.09.042","2014-11-13T00:18:31Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23141545/databaseLinks//1/json","Elsevier BV"
"10.1155",59157,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/929407","2014-11-13T00:18:28Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24073347/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.3892",59156,"WARN","Net::HTTPRequestTimeOut","10.3892/ijo.2012.1723","2014-11-13T00:18:27Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23229642/databaseLinks//1/json","Spandidos Publications"
"10.6065",59155,"WARN","Net::HTTPRequestTimeOut","10.6065/apem.2013.18.4.161","2014-11-13T00:18:27Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24904871/databaseLinks//1/json","Korean Society of Pediatric Endocrinology (KAMJE)"
"10.1155",59154,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/596517","2014-11-13T00:18:26Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23844304/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1155",59153,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/735812","2014-11-13T00:17:14Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23766918/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1007",59152,"WARN","Net::HTTPRequestTimeOut","10.1007/s12070-011-0422-4","2014-11-13T00:15:42Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24533354/databaseLinks//1/json","Springer Science + Business Media"
"10.1261",59151,"WARN","Net::HTTPRequestTimeOut","10.1261/rna.034751.112","2014-11-13T00:15:30Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23093724/databaseLinks//1/json","Cold Spring Harbor Laboratory Press"
"10.1186",59150,"WARN","Net::HTTPRequestTimeOut","10.1186/1475-2875-11-300","2014-11-13T00:15:18Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22929621/databaseLinks//1/json","Springer Science + Business Media"
"10.1186",59149,"WARN","Net::HTTPRequestTimeOut","10.1186/1741-7015-10-20","2014-11-13T00:15:18Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22361010/databaseLinks//1/json","Springer Science + Business Media"
"10.1155",59148,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/217254","2014-11-12T23:58:47Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24066255/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1016",59147,"WARN","Net::HTTPRequestTimeOut","10.1016/j.jpsychires.2011.11.003","2014-11-12T23:58:46Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22118808/databaseLinks//1/json","Elsevier BV"
"10.1525",59146,"WARN","Net::HTTPRequestTimeOut","10.1525/jer.2012.7.4.44","2014-11-12T23:58:45Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23086047/databaseLinks//1/json","University of California Press"
"10.1155",59145,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/315073","2014-11-12T23:44:08Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24062773/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.4168",59144,"WARN","Net::HTTPRequestTimeOut","10.4168/aair.2012.4.4.240","2014-11-12T23:42:07Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22754718/databaseLinks//1/json","The Korean Academy of Asthma, Allergy and Clinical Immunology and The Korean Academy of Pediatric Al"
"10.3390",59140,"WARN","Net::HTTPRequestTimeOut","10.3390/genes3030361","2014-11-12T19:53:47Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24704974/databaseLinks//1/json","MDPI AG"
"10.1371",59138,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.ppat.1002132","2014-11-12T15:40:14Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21799664/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59137,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pbio.1000582","2014-11-12T13:19:23Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21267068/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59136,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pbio.1000582","2014-11-12T12:49:29Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21267068/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59135,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.ppat.1002132","2014-11-12T12:45:54Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21799664/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59134,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0016719","2014-11-12T12:27:04Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21386897/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59133,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0020085","2014-11-12T12:26:35Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21647448/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59132,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0020085","2014-11-12T12:25:13Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21647448/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.4103",59131,"WARN","Net::HTTPRequestTimeOut","10.4103/2230-8210.103049","2014-11-12T12:21:46Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23226674/databaseLinks//1/json","Medknow"
"10.1371",59130,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0016588","2014-11-12T12:18:41Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21304899/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1007",59129,"WARN","Net::HTTPRequestTimeOut","10.1007/s11136-011-9929-0","2014-11-12T12:18:40Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21590510/databaseLinks//1/json","Springer Science + Business Media"
"10.1371",59128,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0030488","2014-11-12T12:17:05Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22299042/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.4103",59127,"WARN","Net::HTTPRequestTimeOut","10.4103/0971-4065.116340","2014-11-12T12:15:47Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24049283/databaseLinks//1/json","Medknow"
"10.1371",59126,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0030347","2014-11-12T12:15:47Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22299037/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59125,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pgen.1001287","2014-11-12T12:15:16Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21304888/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59124,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.ppat.1002699","2014-11-12T12:14:26Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22615561/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59123,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0026637","2014-11-12T12:09:58Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22039521/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59122,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0019230","2014-11-12T12:09:40Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21603656/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.4103",59121,"WARN","Net::HTTPRequestTimeOut","10.4103/0970-9185.117101","2014-11-12T12:05:55Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24106359/databaseLinks//1/json","Medknow"
"10.1007",59120,"WARN","Net::HTTPRequestTimeOut","10.1007/s12035-012-8286-5","2014-11-12T12:05:54Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22773137/databaseLinks//1/json","Springer Science + Business Media"
"10.1371",59119,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0035782","2014-11-12T12:03:37Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22545136/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59118,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0031068","2014-11-12T12:03:37Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22383994/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59117,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0021472","2014-11-12T12:01:34Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21720546/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59116,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0034580","2014-11-12T12:01:32Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22509327/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59115,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0018958","2014-11-12T12:01:32Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21526152/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59114,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0033840","2014-11-12T12:00:34Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22470482/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59113,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0034735","2014-11-12T12:00:20Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22514660/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59112,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0018603","2014-11-12T12:00:20Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21490935/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1186",59111,"WARN","Net::HTTPRequestTimeOut","10.1186/1472-6920-12-32","2014-11-12T11:58:31Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22621409/databaseLinks//1/json","Springer Science + Business Media"
"10.1371",59110,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0034519","2014-11-12T11:58:12Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22496824/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59109,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0016943","2014-11-12T11:57:37Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21399677/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59108,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0014664","2014-11-12T11:55:10Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21326875/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59107,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0023936","2014-11-12T11:54:49Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21949687/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.4103",59106,"WARN","Net::HTTPRequestTimeOut","10.4103/0972-5229.117078","2014-11-12T11:54:31Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24082619/databaseLinks//1/json","Medknow"
"10.4103",59105,"WARN","Net::HTTPRequestTimeOut","10.4103/0972-5229.114827","2014-11-12T11:53:13Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23983413/databaseLinks//1/json","Medknow"
