"prefix","id","level","class_name","article","create_date","target_url","publisher"
"10.1007",59470,"WARN","Net::HTTPRequestTimeOut","10.1007/s12471-011-0198-x","2014-11-18T10:40:12Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21948021/databaseLinks//1/json","Springer Science + Business Media"
"10.5620",59469,"WARN","Net::HTTPRequestTimeOut","10.5620/eht.2011.26.e2011006","2014-11-18T10:40:12Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22125767/databaseLinks//1/json","The Korean Society of Environmental Health and Toxicology (KAMJE)"
"10.2478",59468,"WARN","Net::HTTPRequestTimeOut","10.2478/v10019-011-0003-x","2014-11-18T10:40:12Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22933949/databaseLinks//1/json","De Gruyter Open Sp. z o.o."
"10.1371",59467,"WARN","Net::HTTPRequestTimeOut","10.1371/annotation/d3fa7bf5-5044-4e03-bbef-0d82382172d2","2014-11-18T10:40:11Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23049673/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1063",59466,"WARN","Net::HTTPRequestTimeOut","10.1063/1.4789751","2014-11-18T10:40:11Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23460772/databaseLinks//1/json","AIP Publishing"
"10.1007",59465,"WARN","Net::HTTPRequestTimeOut","10.1007/s10059-011-1026-z","2014-11-18T10:40:11Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21870113/databaseLinks//1/json","Springer Science + Business Media"
"10.1093",59464,"WARN","Net::HTTPRequestTimeOut","10.1093/ntr/nts245","2014-11-18T10:40:11Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23212438/databaseLinks//1/json","Oxford University Press (OUP)"
"10.1155",59463,"WARN","Net::HTTPRequestTimeOut","10.1155/2012/391438","2014-11-18T10:40:11Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23133788/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1371",59462,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0020360","2014-11-18T10:40:10Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21647372/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1037",59461,"WARN","Net::HTTPRequestTimeOut","10.1037/a0022929","2014-11-18T10:40:10Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21463063/databaseLinks//1/json","American Psychological Association (APA)"
"10.1073",59460,"WARN","Net::HTTPRequestTimeOut","10.1073/pnas.1106103108","2014-11-18T10:40:10Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21593414/databaseLinks//1/json","Proceedings of the National Academy of Sciences"
"10.1371",59459,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0038764","2014-11-18T10:40:10Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22723887/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1007",59458,"WARN","Net::HTTPRequestTimeOut","10.1007/s10803-014-2081-2","2014-11-18T10:40:10Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24604525/databaseLinks//1/json","Springer Science + Business Media"
"10.1007",59457,"WARN","Net::HTTPRequestTimeOut","10.1007/s10393-012-0749-7","2014-11-18T10:40:10Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22350419/databaseLinks//1/json","Springer Science + Business Media"
"10.1073",59456,"WARN","Net::HTTPRequestTimeOut","10.1073/pnas.1108996108","2014-11-18T10:40:09Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21987800/databaseLinks//1/json","Proceedings of the National Academy of Sciences"
"10.1371",59455,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0019665","2014-11-18T10:40:09Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21611124/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.7717",59454,"WARN","Net::HTTPRequestTimeOut","10.7717/peerj.105","2014-11-18T10:39:23Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23882442/databaseLinks//1/json","PeerJ"
"10.1073",59453,"WARN","Net::HTTPRequestTimeOut","10.1073/pnas.1106467108","2014-11-18T10:39:22Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21593411/databaseLinks//1/json","Proceedings of the National Academy of Sciences"
"10.1016",59452,"WARN","Net::HTTPRequestTimeOut","10.1016/j.echo.2013.08.016","2014-11-18T10:39:20Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24070640/databaseLinks//1/json","Elsevier BV"
"10.1016",59451,"WARN","Net::HTTPRequestTimeOut","10.1016/j.jacc.2013.10.026","2014-11-18T10:39:19Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24355645/databaseLinks//1/json","Elsevier BV"
"10.1007",59450,"WARN","Net::HTTPRequestTimeOut","10.1007/s10059-011-2277-7","2014-11-18T10:39:19Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21614487/databaseLinks//1/json","Springer Science + Business Media"
"10.1063",59449,"WARN","Net::HTTPRequestTimeOut","10.1063/1.4718721","2014-11-18T10:39:18Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22670168/databaseLinks//1/json","AIP Publishing"
"10.1073",59448,"WARN","Net::HTTPRequestTimeOut","10.1073/pnas.1105804108","2014-11-18T10:39:17Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21593412/databaseLinks//1/json","Proceedings of the National Academy of Sciences"
"10.1118",59447,"WARN","Net::HTTPRequestTimeOut","10.1118/1.4703901","2014-11-18T10:39:17Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22559631/databaseLinks//1/json","American Association of Physicists in Medicine (AAPM)"
"10.1073",59446,"WARN","Net::HTTPRequestTimeOut","10.1073/pnas.1108945108","2014-11-18T10:39:16Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21987815/databaseLinks//1/json","Proceedings of the National Academy of Sciences"
"10.1155",59445,"WARN","Net::HTTPRequestTimeOut","10.1155/2012/718320","2014-11-18T10:39:15Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22919418/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1155",59444,"WARN","Net::HTTPRequestTimeOut","10.1155/2012/906954","2014-11-18T10:39:14Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22506118/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.11604",59443,"WARN","Net::HTTPRequestTimeOut","10.11604/pamj.2013.14.116.2466","2014-11-18T10:39:13Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23717729/databaseLinks//1/json","Pan African Medical Journal"
"10.1371",59442,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0017724","2014-11-18T10:39:12Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21423693/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59441,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pntd.0001440","2014-11-18T10:39:11Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22206033/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1073",59440,"WARN","Net::HTTPRequestTimeOut","10.1073/pnas.1105211108","2014-11-18T10:39:10Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22021443/databaseLinks//1/json","Proceedings of the National Academy of Sciences"
"10.1371",59439,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0037102","2014-11-18T10:39:09Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22629354/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1118",59438,"WARN","Net::HTTPRequestTimeOut","10.1118/1.3615163","2014-11-18T10:39:09Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21928652/databaseLinks//1/json","American Association of Physicists in Medicine (AAPM)"
"10.1371",59437,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0037213","2014-11-18T10:39:09Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22662138/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1007",59436,"WARN","Net::HTTPRequestTimeOut","10.1007/s10059-011-0128-1","2014-11-18T10:39:09Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21870111/databaseLinks//1/json","Springer Science + Business Media"
"10.3389",59413,"WARN","Net::HTTPRequestTimeOut","10.3389/fnhum.2014.00789","2014-11-17T23:29:57Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25339888/databaseLinks//1/json","Frontiers Media SA"
"10.1038",59412,"WARN","Net::HTTPRequestTimeOut","10.1038/srep06548","2014-11-17T23:29:56Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25293693/databaseLinks//1/json","Nature Publishing Group"
"10.1039",59411,"WARN","Net::HTTPRequestTimeOut","10.1039/c2ob26077h","2014-11-17T23:29:53Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22895786/databaseLinks//1/json","Royal Society of Chemistry (RSC)"
"10.1371",59410,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0109019","2014-11-17T23:29:50Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25296159/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.3389",59409,"WARN","Net::HTTPRequestTimeOut","10.3389/fpsyg.2014.01092","2014-11-17T23:29:49Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25339923/databaseLinks//1/json","Frontiers Media SA"
"10.1038",59408,"WARN","Net::HTTPRequestTimeOut","10.1038/eye.2011.270","2014-11-17T23:29:46Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22079969/databaseLinks//1/json","Nature Publishing Group"
"10.1371",59407,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0109201","2014-11-17T23:29:45Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25295516/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59406,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0109013","2014-11-17T23:29:43Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25296020/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59405,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0109229","2014-11-17T23:29:42Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25295734/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59404,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0107835","2014-11-17T20:17:04Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25259524/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1016",59403,"WARN","Net::HTTPRequestTimeOut","10.1016/j.bpj.2014.07.055","2014-11-17T20:16:59Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25229148/databaseLinks//1/json","Elsevier BV"
"10.1016",59402,"WARN","Net::HTTPRequestTimeOut","10.1016/j.brainres.2013.10.046","2014-11-17T20:16:54Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24262912/databaseLinks//1/json","Elsevier BV"
"10.1093",59401,"WARN","Net::HTTPRequestTimeOut","10.1093/aje/kwu212","2014-11-17T20:16:53Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25255811/databaseLinks//1/json","Oxford University Press (OUP)"
"10.1016",59400,"WARN","Net::HTTPRequestTimeOut","10.1016/j.bpj.2014.07.048","2014-11-17T20:16:51Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25229141/databaseLinks//1/json","Elsevier BV"
"10.1155",59395,"WARN","Net::HTTPRequestTimeOut","10.1155/2013/490476","2014-11-17T15:53:11Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23365582/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.2217",59394,"WARN","Net::HTTPRequestTimeOut","10.2217/iim.12.20","2014-11-17T15:53:07Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23144663/databaseLinks//1/json","Future Medicine Ltd"
"10.1186",59393,"WARN","Net::HTTPRequestTimeOut","10.1186/1471-2431-13-126","2014-11-17T15:52:29Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23957599/databaseLinks//1/json","Springer Science + Business Media"
"10.5999",59392,"WARN","Net::HTTPRequestTimeOut","10.5999/aps.2013.40.4.320","2014-11-17T15:51:51Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23898425/databaseLinks//1/json","Archives of Plastic Surgery (KAMJE)"
"10.5999",59391,"WARN","Net::HTTPRequestTimeOut","10.5999/aps.2013.40.4.335","2014-11-17T15:51:51Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23898428/databaseLinks//1/json","Archives of Plastic Surgery (KAMJE)"
"10.1073",59390,"WARN","Net::HTTPRequestTimeOut","10.1073/pnas.1121491109","2014-11-17T10:06:55Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22315421/databaseLinks//1/json","Proceedings of the National Academy of Sciences"
"10.1371",59387,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pbio.1000582","2014-11-17T03:50:49Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21267068/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59386,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0020085","2014-11-17T03:10:29Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21647448/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1073",59377,"WARN","Net::HTTPRequestTimeOut","10.1073/pnas.1121491109","2014-11-16T14:42:29Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22315421/databaseLinks//1/json","Proceedings of the National Academy of Sciences"
"10.1073",59372,"WARN","Net::HTTPRequestTimeOut","10.1073/pnas.1121491109","2014-11-16T01:52:22Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22315421/databaseLinks//1/json","Proceedings of the National Academy of Sciences"
"10.1371",59371,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0042810","2014-11-15T22:45:58Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22962581/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1155",59370,"WARN","Net::HTTPRequestTimeOut","10.1155/2011/718987","2014-11-15T22:45:57Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21766027/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1186",59369,"WARN","Net::HTTPRequestTimeOut","10.1186/1472-6807-13-25","2014-11-15T22:45:56Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24144335/databaseLinks//1/json","Springer Science + Business Media"
"10.5051",59368,"WARN","Net::HTTPRequestTimeOut","10.5051/jpis.2011.41.6.273","2014-11-15T22:45:56Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22324004/databaseLinks//1/json","Korean Academy of Periodontology (KAMJE)"
"10.1371",59367,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0032121","2014-11-15T22:45:56Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22396750/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1155",59366,"WARN","Net::HTTPRequestTimeOut","10.1155/2012/205818","2014-11-15T22:45:56Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22577290/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1073",59365,"WARN","Net::HTTPRequestTimeOut","10.1073/pnas.1115628109","2014-11-15T22:45:56Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22411802/databaseLinks//1/json","Proceedings of the National Academy of Sciences"
"10.1155",59364,"WARN","Net::HTTPRequestTimeOut","10.1155/2012/452795","2014-11-15T22:45:49Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22666602/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.1371",59363,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0106116","2014-11-15T22:45:43Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25198695/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1371",59362,"WARN","Net::HTTPRequestTimeOut","10.1371/journal.pone.0108042","2014-11-15T22:45:43Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/25247929/databaseLinks//1/json","Public Library of Science (PLoS)"
"10.1186",59361,"WARN","Net::HTTPRequestTimeOut","10.1186/1471-2474-14-231","2014-11-15T22:45:42Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23924060/databaseLinks//1/json","Springer Science + Business Media"
"10.1186",59360,"WARN","Net::HTTPRequestTimeOut","10.1186/1471-2229-13-187","2014-11-15T22:45:36Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24261334/databaseLinks//1/json","Springer Science + Business Media"
"10.1186",59359,"WARN","Net::HTTPRequestTimeOut","10.1186/1472-6963-13-379","2014-11-15T22:45:36Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/24088338/databaseLinks//1/json","Springer Science + Business Media"
"10.1155",59358,"WARN","Net::HTTPRequestTimeOut","10.1155/2011/230630","2014-11-15T22:45:36Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/21941429/databaseLinks//1/json","Hindawi Publishing Corporation"
"10.5051",59357,"WARN","Net::HTTPRequestTimeOut","10.5051/jpis.2011.41.6.261","2014-11-15T22:45:35Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22324002/databaseLinks//1/json","Korean Academy of Periodontology (KAMJE)"
"10.4103",59356,"WARN","Net::HTTPRequestTimeOut","10.4103/0975-1483.96626","2014-11-15T22:45:34Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/22754264/databaseLinks//1/json","Medknow"
"10.3389",59355,"WARN","Net::HTTPRequestTimeOut","10.3389/fpsyg.2013.00227","2014-11-15T22:45:25Z","http://www.ebi.ac.uk/europepmc/webservices/rest/MED/23653610/databaseLinks//1/json","Frontiers Media SA"
